"Season","round","homeTeam","awayTeam","snitch","homeGoals","awayGoals"
2016,21,"Ireland Griffins","Turkey Knights","Ireland Griffins",13,13
2016,21,"Wales Longshots","Durhamstrang","Wales Longshots",14,1
2016,21,"Scotland Squirrels","England Nightmares","England Nightmares",13,13
2016,22,"Australia Centurions","United States Chimeras","Australia Centurions",11,0
2016,22,"Japan Falcons","New Zealand Daemons","New Zealand Daemons",12,3
2016,22,"Germany Werewolves","France Hippogriffs Firsts","France Hippogriffs Firsts",2,2
2016,22,"France Thestrals","Denmark Horntails","Denmark Horntails",2,7
2016,22,"Ireland Griffins","Malaysia Tornadoes","Malaysia Tornadoes",12,4
2016,22,"Wales Longshots","Pakistan Swans","Pakistan Swans",7,13
2016,22,"Scotland Squirrels","Turkey Knights","Scotland Squirrels",0,9
2016,22,"England Nightmares","Durhamstrang","Durhamstrang",4,0
2016,23,"Japan Falcons","United States Chimeras","Japan Falcons",4,4
2016,23,"Germany Werewolves","Australia Centurions","Australia Centurions",6,2
2016,23,"France Thestrals","New Zealand Daemons","New Zealand Daemons",11,11
2016,23,"Ireland Griffins","France Hippogriffs Firsts","Ireland Griffins",9,3
2016,23,"Wales Longshots","Denmark Horntails","Wales Longshots",0,3
2016,23,"Scotland Squirrels","Malaysia Tornadoes","Scotland Squirrels",2,2
2016,23,"England Nightmares","Pakistan Swans","England Nightmares",9,4
2016,23,"Durhamstrang","Turkey Knights","Durhamstrang",5,1
2016,24,"Germany Werewolves","United States Chimeras","United States Chimeras",6,3
2016,24,"France Thestrals","Japan Falcons","Japan Falcons",0,9
2016,24,"Ireland Griffins","Australia Centurions","Ireland Griffins",2,13
2016,24,"Wales Longshots","New Zealand Daemons","Wales Longshots",10,5
2016,24,"Scotland Squirrels","France Hippogriffs Firsts","France Hippogriffs Firsts",13,15
2016,24,"England Nightmares","Denmark Horntails","Denmark Horntails",11,1
2016,24,"Durhamstrang","Malaysia Tornadoes","Durhamstrang",2,15
2016,24,"Turkey Knights","Pakistan Swans","Pakistan Swans",5,6
2016,25,"France Thestrals","United States Chimeras","United States Chimeras",9,9
2016,25,"Ireland Griffins","Germany Werewolves","Germany Werewolves",5,8
2016,25,"Wales Longshots","Japan Falcons","Wales Longshots",8,4
2016,25,"Scotland Squirrels","Australia Centurions","Scotland Squirrels",0,12
2016,25,"England Nightmares","New Zealand Daemons","New Zealand Daemons",10,3
2016,25,"Durhamstrang","France Hippogriffs Firsts","France Hippogriffs Firsts",9,6
2016,25,"Turkey Knights","Denmark Horntails","Denmark Horntails",1,5
2016,25,"Pakistan Swans","Malaysia Tornadoes","Malaysia Tornadoes",12,14
2016,26,"Ireland Griffins","United States Chimeras","United States Chimeras",8,5
2016,26,"Wales Longshots","France Thestrals","France Thestrals",14,5
2016,26,"Scotland Squirrels","Germany Werewolves","Scotland Squirrels",12,12
2016,26,"England Nightmares","Japan Falcons","England Nightmares",4,9
2016,26,"Durhamstrang","Australia Centurions","Durhamstrang",7,7
2016,26,"Turkey Knights","New Zealand Daemons","Turkey Knights",1,0
2016,26,"Pakistan Swans","France Hippogriffs Firsts","France Hippogriffs Firsts",3,7
2016,26,"Malaysia Tornadoes","Denmark Horntails","Denmark Horntails",8,0
2016,27,"Wales Longshots","United States Chimeras","United States Chimeras",10,13
2016,27,"Scotland Squirrels","Ireland Griffins","Ireland Griffins",8,5
2016,27,"England Nightmares","France Thestrals","France Thestrals",2,14
2016,27,"Durhamstrang","Germany Werewolves","Germany Werewolves",4,1
2016,27,"Turkey Knights","Japan Falcons","Turkey Knights",9,6
2016,27,"Pakistan Swans","Australia Centurions","Australia Centurions",10,9
2016,27,"Malaysia Tornadoes","New Zealand Daemons","Malaysia Tornadoes",4,3
2016,27,"Denmark Horntails","France Hippogriffs Firsts","France Hippogriffs Firsts",9,2
2016,28,"Scotland Squirrels","United States Chimeras","United States Chimeras",4,11
2016,28,"England Nightmares","Wales Longshots","Wales Longshots",9,7
2016,28,"Durhamstrang","Ireland Griffins","Ireland Griffins",6,9
2016,28,"Turkey Knights","France Thestrals","France Thestrals",8,15
2016,28,"Pakistan Swans","Germany Werewolves","Pakistan Swans",12,6
2016,28,"Malaysia Tornadoes","Japan Falcons","Malaysia Tornadoes",6,12
2016,28,"Denmark Horntails","Australia Centurions","Denmark Horntails",4,12
2016,28,"France Hippogriffs Firsts","New Zealand Daemons","France Hippogriffs Firsts",10,6
2016,29,"England Nightmares","United States Chimeras","England Nightmares",15,12
2016,29,"Durhamstrang","Scotland Squirrels","Durhamstrang",2,4
2016,29,"Turkey Knights","Wales Longshots","Wales Longshots",13,1
2016,29,"Pakistan Swans","Ireland Griffins","Pakistan Swans",0,4
2016,29,"Malaysia Tornadoes","France Thestrals","Malaysia Tornadoes",13,0
2016,29,"Denmark Horntails","Germany Werewolves","Denmark Horntails",8,13
2016,29,"France Hippogriffs Firsts","Japan Falcons","Japan Falcons",4,3
2016,29,"New Zealand Daemons","Australia Centurions","New Zealand Daemons",13,3
2016,30,"Durhamstrang","United States Chimeras","Durhamstrang",12,3
2016,30,"Turkey Knights","England Nightmares","Turkey Knights",11,15
2016,30,"Pakistan Swans","Scotland Squirrels","Scotland Squirrels",5,7
2016,30,"Malaysia Tornadoes","Wales Longshots","Wales Longshots",5,15
2016,30,"Denmark Horntails","Ireland Griffins","Ireland Griffins",6,5
2016,30,"France Hippogriffs Firsts","France Thestrals","France Hippogriffs Firsts",9,12
2016,30,"New Zealand Daemons","Germany Werewolves","New Zealand Daemons",10,5
2016,30,"Australia Centurions","Japan Falcons","Australia Centurions",0,6
2017,1,"United States Chimeras","Norway Unspeakables","United States Chimeras",6,4
2017,1,"Durhamstrang","South Africa Snidgets","South Africa Snidgets",5,12
2017,1,"England Nightmares","Turkey Knights","Turkey Knights",12,0
2017,1,"Scotland Squirrels","Pakistan Swans","Pakistan Swans",0,8
2017,1,"Wales Longshots","Malaysia Tornadoes","Wales Longshots",8,0
2017,1,"Ireland Griffins","Denmark Horntails","Ireland Griffins",12,7
2017,1,"France Thestrals","France Hippogriffs Firsts","France Hippogriffs Firsts",1,3
2017,1,"Germany Werewolves","New Zealand Daemons","Germany Werewolves",8,2
2017,1,"Japan Falcons","Australia Centurions","Australia Centurions",8,4
2017,2,"United States Chimeras","South Africa Snidgets","United States Chimeras",11,11
2017,2,"Norway Unspeakables","Turkey Knights","Norway Unspeakables",10,3
2017,2,"Durhamstrang","Pakistan Swans","Pakistan Swans",3,2
2017,2,"England Nightmares","Malaysia Tornadoes","England Nightmares",4,4
2017,2,"Scotland Squirrels","Denmark Horntails","Scotland Squirrels",9,8
2017,2,"Wales Longshots","France Hippogriffs Firsts","Wales Longshots",10,8
2017,2,"Ireland Griffins","New Zealand Daemons","New Zealand Daemons",5,12
2017,2,"France Thestrals","Australia Centurions","Australia Centurions",13,7
2017,2,"Germany Werewolves","Japan Falcons","Germany Werewolves",4,0
2017,3,"United States Chimeras","Turkey Knights","Turkey Knights",6,0
2017,3,"South Africa Snidgets","Pakistan Swans","Pakistan Swans",10,1
2017,3,"Norway Unspeakables","Malaysia Tornadoes","Malaysia Tornadoes",3,3
2017,3,"Durhamstrang","Denmark Horntails","Durhamstrang",1,6
2017,3,"England Nightmares","France Hippogriffs Firsts","England Nightmares",4,12
2017,3,"Scotland Squirrels","New Zealand Daemons","Scotland Squirrels",5,14
2017,3,"Wales Longshots","Australia Centurions","Wales Longshots",10,15
2017,3,"Ireland Griffins","Japan Falcons","Japan Falcons",9,12
2017,3,"France Thestrals","Germany Werewolves","France Thestrals",2,13
2017,4,"United States Chimeras","Pakistan Swans","United States Chimeras",1,10
2017,4,"Turkey Knights","Malaysia Tornadoes","Malaysia Tornadoes",1,1
2017,4,"South Africa Snidgets","Denmark Horntails","Denmark Horntails",15,15
2017,4,"Norway Unspeakables","France Hippogriffs Firsts","France Hippogriffs Firsts",4,5
2017,4,"Durhamstrang","New Zealand Daemons","Durhamstrang",9,12
2017,4,"England Nightmares","Australia Centurions","England Nightmares",4,9
2017,4,"Scotland Squirrels","Japan Falcons","Scotland Squirrels",8,15
2017,4,"Wales Longshots","Germany Werewolves","Germany Werewolves",11,1
2017,4,"Ireland Griffins","France Thestrals","Ireland Griffins",0,10
2017,5,"United States Chimeras","Malaysia Tornadoes","United States Chimeras",14,12
2017,5,"Pakistan Swans","Denmark Horntails","Pakistan Swans",2,10
2017,5,"Turkey Knights","France Hippogriffs Firsts","Turkey Knights",6,10
2017,5,"South Africa Snidgets","New Zealand Daemons","New Zealand Daemons",0,11
2017,5,"Norway Unspeakables","Australia Centurions","Norway Unspeakables",5,2
2017,5,"Durhamstrang","Japan Falcons","Japan Falcons",2,13
2017,5,"England Nightmares","Germany Werewolves","Germany Werewolves",15,1
2017,5,"Scotland Squirrels","France Thestrals","France Thestrals",7,9
2017,5,"Wales Longshots","Ireland Griffins","Wales Longshots",4,12
2017,6,"United States Chimeras","Denmark Horntails","Denmark Horntails",6,2
2017,6,"Malaysia Tornadoes","France Hippogriffs Firsts","Malaysia Tornadoes",11,4
2017,6,"Pakistan Swans","New Zealand Daemons","New Zealand Daemons",15,7
2017,6,"Turkey Knights","Australia Centurions","Turkey Knights",13,4
2017,6,"South Africa Snidgets","Japan Falcons","Japan Falcons",11,8
2017,6,"Norway Unspeakables","Germany Werewolves","Norway Unspeakables",2,12
2017,6,"Durhamstrang","France Thestrals","Durhamstrang",5,11
2017,6,"England Nightmares","Ireland Griffins","England Nightmares",10,7
2017,6,"Scotland Squirrels","Wales Longshots","Scotland Squirrels",11,2
2017,7,"United States Chimeras","France Hippogriffs Firsts","France Hippogriffs Firsts",12,6
2017,7,"Denmark Horntails","New Zealand Daemons","Denmark Horntails",3,11
2017,7,"Malaysia Tornadoes","Australia Centurions","Malaysia Tornadoes",4,4
2017,7,"Pakistan Swans","Japan Falcons","Pakistan Swans",13,4
2017,7,"Turkey Knights","Germany Werewolves","Turkey Knights",7,14
2017,7,"South Africa Snidgets","France Thestrals","France Thestrals",7,8
2017,7,"Norway Unspeakables","Ireland Griffins","Norway Unspeakables",7,10
2017,7,"Durhamstrang","Wales Longshots","Wales Longshots",9,1
2017,7,"England Nightmares","Scotland Squirrels","England Nightmares",14,4
2017,8,"United States Chimeras","New Zealand Daemons","United States Chimeras",15,10
2017,8,"France Hippogriffs Firsts","Australia Centurions","France Hippogriffs Firsts",13,4
2017,8,"Denmark Horntails","Japan Falcons","Japan Falcons",7,14
2017,8,"Malaysia Tornadoes","Germany Werewolves","Malaysia Tornadoes",12,15
2017,8,"Pakistan Swans","France Thestrals","Pakistan Swans",15,6
2017,8,"Turkey Knights","Ireland Griffins","Turkey Knights",10,13
2017,8,"South Africa Snidgets","Wales Longshots","South Africa Snidgets",9,12
2017,8,"Norway Unspeakables","Scotland Squirrels","Scotland Squirrels",9,3
2017,8,"Durhamstrang","England Nightmares","England Nightmares",13,9
2017,9,"United States Chimeras","Australia Centurions","United States Chimeras",15,15
2017,9,"New Zealand Daemons","Japan Falcons","New Zealand Daemons",7,6
2017,9,"France Hippogriffs Firsts","Germany Werewolves","Germany Werewolves",9,10
2017,9,"Denmark Horntails","France Thestrals","France Thestrals",15,7
2017,9,"Malaysia Tornadoes","Ireland Griffins","Malaysia Tornadoes",3,6
2017,9,"Pakistan Swans","Wales Longshots","Pakistan Swans",5,13
2017,9,"Turkey Knights","Scotland Squirrels","Turkey Knights",1,9
2017,9,"South Africa Snidgets","England Nightmares","England Nightmares",10,7
2017,9,"Norway Unspeakables","Durhamstrang","Norway Unspeakables",12,7
2017,10,"United States Chimeras","Japan Falcons","Japan Falcons",14,4
2017,10,"Australia Centurions","Germany Werewolves","Australia Centurions",1,12
2017,10,"New Zealand Daemons","France Thestrals","France Thestrals",5,10
2017,10,"France Hippogriffs Firsts","Ireland Griffins","Ireland Griffins",1,0
2017,10,"Denmark Horntails","Wales Longshots","Wales Longshots",6,1
2017,10,"Malaysia Tornadoes","Scotland Squirrels","Malaysia Tornadoes",15,11
2017,10,"Pakistan Swans","England Nightmares","Pakistan Swans",0,5
2017,10,"Turkey Knights","Durhamstrang","Durhamstrang",15,3
2017,10,"South Africa Snidgets","Norway Unspeakables","Norway Unspeakables",15,3
2017,11,"United States Chimeras","Germany Werewolves","Germany Werewolves",5,10
2017,11,"Japan Falcons","France Thestrals","Japan Falcons",1,0
2017,11,"Australia Centurions","Ireland Griffins","Australia Centurions",0,3
2017,11,"New Zealand Daemons","Wales Longshots","Wales Longshots",6,15
2017,11,"France Hippogriffs Firsts","Scotland Squirrels","Scotland Squirrels",9,12
2017,11,"Denmark Horntails","England Nightmares","England Nightmares",15,7
2017,11,"Malaysia Tornadoes","Durhamstrang","Malaysia Tornadoes",10,3
2017,11,"Pakistan Swans","Norway Unspeakables","Pakistan Swans",0,15
2017,11,"Turkey Knights","South Africa Snidgets","South Africa Snidgets",15,4
2017,12,"United States Chimeras","France Thestrals","France Thestrals",6,12
2017,12,"Germany Werewolves","Ireland Griffins","Ireland Griffins",2,3
2017,12,"Japan Falcons","Wales Longshots","Japan Falcons",6,9
2017,12,"Australia Centurions","Scotland Squirrels","Scotland Squirrels",6,14
2017,12,"New Zealand Daemons","England Nightmares","England Nightmares",10,12
2017,12,"France Hippogriffs Firsts","Durhamstrang","France Hippogriffs Firsts",10,2
2017,12,"Denmark Horntails","Norway Unspeakables","Denmark Horntails",3,8
2017,12,"Malaysia Tornadoes","South Africa Snidgets","South Africa Snidgets",11,4
2017,12,"Pakistan Swans","Turkey Knights","Pakistan Swans",4,2
2017,13,"United States Chimeras","Ireland Griffins","United States Chimeras",13,11
2017,13,"France Thestrals","Wales Longshots","Wales Longshots",8,7
2017,13,"Germany Werewolves","Scotland Squirrels","Germany Werewolves",0,5
2017,13,"Japan Falcons","England Nightmares","Japan Falcons",9,14
2017,13,"Australia Centurions","Durhamstrang","Durhamstrang",4,8
2017,13,"New Zealand Daemons","Norway Unspeakables","New Zealand Daemons",7,9
2017,13,"France Hippogriffs Firsts","South Africa Snidgets","France Hippogriffs Firsts",9,10
2017,13,"Denmark Horntails","Turkey Knights","Denmark Horntails",2,13
2017,13,"Malaysia Tornadoes","Pakistan Swans","Malaysia Tornadoes",14,8
2017,14,"United States Chimeras","Wales Longshots","Wales Longshots",4,14
2017,14,"Ireland Griffins","Scotland Squirrels","Scotland Squirrels",1,3
2017,14,"France Thestrals","England Nightmares","England Nightmares",4,3
2017,14,"Germany Werewolves","Durhamstrang","Durhamstrang",15,7
2017,14,"Japan Falcons","Norway Unspeakables","Japan Falcons",2,10
2017,14,"Australia Centurions","South Africa Snidgets","Australia Centurions",13,8
2017,14,"New Zealand Daemons","Turkey Knights","Turkey Knights",8,6
2017,14,"France Hippogriffs Firsts","Pakistan Swans","Pakistan Swans",4,11
2017,14,"Denmark Horntails","Malaysia Tornadoes","Malaysia Tornadoes",6,6
2017,15,"United States Chimeras","Scotland Squirrels","Scotland Squirrels",12,5
2017,15,"Wales Longshots","England Nightmares","England Nightmares",13,13
2017,15,"Ireland Griffins","Durhamstrang","Ireland Griffins",8,3
2017,15,"France Thestrals","Norway Unspeakables","France Thestrals",14,6
2017,15,"Germany Werewolves","South Africa Snidgets","Germany Werewolves",15,2
2017,15,"Japan Falcons","Turkey Knights","Japan Falcons",9,2
2017,15,"Australia Centurions","Pakistan Swans","Australia Centurions",11,6
2017,15,"New Zealand Daemons","Malaysia Tornadoes","New Zealand Daemons",6,12
2017,15,"France Hippogriffs Firsts","Denmark Horntails","Denmark Horntails",5,3
2017,16,"United States Chimeras","England Nightmares","United States Chimeras",8,13
2017,16,"Scotland Squirrels","Durhamstrang","Scotland Squirrels",6,4
2017,16,"Wales Longshots","Norway Unspeakables","Norway Unspeakables",1,1
2017,16,"Ireland Griffins","South Africa Snidgets","South Africa Snidgets",7,0
2017,16,"France Thestrals","Turkey Knights","Turkey Knights",15,3
2017,16,"Germany Werewolves","Pakistan Swans","Germany Werewolves",0,11
2017,16,"Japan Falcons","Malaysia Tornadoes","Japan Falcons",9,4
2017,16,"Australia Centurions","Denmark Horntails","Australia Centurions",11,3
2017,16,"New Zealand Daemons","France Hippogriffs Firsts","New Zealand Daemons",8,2
2017,17,"United States Chimeras","Durhamstrang","Durhamstrang",1,1
2017,17,"England Nightmares","Norway Unspeakables","Norway Unspeakables",3,4
2017,17,"Scotland Squirrels","South Africa Snidgets","South Africa Snidgets",9,14
2017,17,"Wales Longshots","Turkey Knights","Turkey Knights",3,14
2017,17,"Ireland Griffins","Pakistan Swans","Ireland Griffins",14,13
2017,17,"France Thestrals","Malaysia Tornadoes","Malaysia Tornadoes",0,8
2017,17,"Germany Werewolves","Denmark Horntails","Denmark Horntails",11,7
2017,17,"Japan Falcons","France Hippogriffs Firsts","Japan Falcons",7,9
2017,17,"Australia Centurions","New Zealand Daemons","New Zealand Daemons",12,13
2017,18,"Norway Unspeakables","United States Chimeras","Norway Unspeakables",13,0
2017,18,"South Africa Snidgets","Durhamstrang","Durhamstrang",6,13
2017,18,"Turkey Knights","England Nightmares","England Nightmares",10,6
2017,18,"Pakistan Swans","Scotland Squirrels","Scotland Squirrels",12,8
2017,18,"Malaysia Tornadoes","Wales Longshots","Malaysia Tornadoes",15,5
2017,18,"Denmark Horntails","Ireland Griffins","Ireland Griffins",13,6
2017,18,"France Hippogriffs Firsts","France Thestrals","France Hippogriffs Firsts",9,2
2017,18,"New Zealand Daemons","Germany Werewolves","Germany Werewolves",3,13
2017,18,"Australia Centurions","Japan Falcons","Japan Falcons",6,0
